id|broker_code|address|price
1203|PE|082 Coffey Valley Apt. 350|139300.0
1204|DM|6532 West Courts Apt. 883|331900.0
1205|WD|86609 Jonathan Isle Suite 525|297800.0
1206|PP|35421 Amy Springs Suite 011|139700.0
1207|GE|19344 Michelle Neck Suite 229|236700.0
1208|GB|553 Kayla Glen Apt. 446|177800.0
1209|DM|12310 James Junction Suite 698|197500.0
1210|DM|788 Kelley Prairie Apt. 036|112200.0
1211|FL|1634 Medina Dam|162800.0
1212|GB|7415 Fuller Branch|295300.0
1213|AS|0869 Donna Court Suite 263|393100.0
1214|FL|80819 Terri Island|273600.0
1215|DM|0310 Todd Pass|161000.0
1216|WD|925 Briana Squares Apt. 086|346600.0
1217|PP|70728 White Burgs|202900.0
1218|AS|8969 Pierce Burg Apt. 869|241300.0
1219|FL|789 Aguirre Villages Suite 813|245300.0
1220|FL|21910 Edward Crossing Apt. 787|239400.0
1221|GB|9050 Ramirez Burg|116200.0
1222|GE|5744 Kathleen Road Suite 259|167200.0
1223|WD|135 John Ford Suite 248|176000.0
1224|DM|479 Randy Springs|252600.0
1225|AS|6294 Hernandez Knoll Suite 470|107700.0
1226|GB|50653 Cooper Circle|277200.0
1227|WD|854 Johnston View Suite 233|245500.0
1228|PP|891 Brown Fork Suite 373|116800.0
1229|DM|883 Glen Row|216600.0
1230|GE|4130 Avila Throughway|239400.0
1231|DM|3905 Moore Coves Apt. 226|234000.0
1232|PE|54685 Gordon Mountains Apt. 526|108600.0
1233|FL|09059 Bauer Pines Apt. 575|251100.0
1234|DM|3337 Phillip Mountain Suite 437|104000.0
1235|PE|96816 Jackson Plaza Apt. 406|195900.0
1236|WD|364 Diane Prairie Suite 050|318900.0
1237|FL|2641 John Drives|292100.0
1238|WD|125 Martin Inlet|399500.0
1239|PP|917 Heidi Pine Apt. 812|364200.0
1240|WD|57289 Cook Square Suite 698|341700.0
1241|PP|5699 Baker Points Apt. 274|233600.0
1242|GE|264 Watson Mews Apt. 912|291600.0
1243|PP|4989 Matthew Neck Apt. 263|187300.0
1244|AS|332 Mcgee Bypass|349600.0
1245|AS|347 Lisa Dale|106000.0
1246|PP|86053 Shepard Mountain|130800.0
1247|DM|6692 Jones Cliff Suite 986|279300.0
1248|PE|4482 Hernandez Garden|189900.0
1249|PE|8207 Jennifer Loop Suite 544|102500.0
1250|FL|4129 Teresa Shoal|153200.0
1251|GB|30250 Evans Tunnel|388100.0
1252|FL|17984 Moore Green Suite 402|178900.0
1253|WD|7428 Thompson Falls|379000.0
1254|DM|765 Felicia Ford|379600.0
1255|GE|1312 Ruiz Lakes|328900.0
1256|PP|69307 Armstrong Trail Apt. 686|398100.0
1257|GB|59564 Rodney Mission|216400.0
1258|PP|412 Amy Inlet Suite 649|136400.0
1259|WD|8038 Catherine View Apt. 469|381100.0
1260|FL|03788 Jessica Rue|117000.0
1261|GE|53240 Lorraine Manors|110200.0
1262|WD|20663 Booth Wall Suite 540|237800.0
1263|DM|78763 Jacobs Landing|300600.0
1264|GB|5270 Kyle Springs|110400.0
1265|GE|4283 Burton Spur Suite 584|309700.0
1266|PE|0858 Ortiz Port|351700.0
1267|PP|396 Marie Unions Suite 891|393600.0
1268|WD|6099 Sawyer Ports Apt. 907|138200.0
1269|AS|39469 Kristopher Burg Apt. 805|263800.0
1270|WD|9323 Velazquez Prairie|189500.0
1271|AS|98248 Patricia Course|289900.0
1272|GB|86411 Davis Knolls Suite 306|349200.0
1273|GB|96279 Brandy Ferry Suite 027|375500.0
1274|FL|928 Wanda Ville|266900.0
1275|WD|8445 Kenneth Path|165500.0
1276|WD|59456 Julie Square Apt. 795|226800.0
1277|GE|54090 Collins Bridge|126800.0
1278|GE|38881 Jasmine Ports|223200.0
1279|DM|57933 Parsons Drive Suite 540|151800.0
1280|GE|524 Mahoney Circle|279800.0
1281|WD|30920 Martin Knolls|272400.0
1282|GB|71202 Donna Ferry Suite 225|174800.0
1283|PE|9870 Mccarthy Mews|140100.0
1284|PP|11307 Corey Walk|361600.0
1285|FL|7898 Cook Ports Suite 121|351300.0
1286|WD|719 Jones Lodge|319600.0
1287|GE|99365 Samantha Well|396100.0
1288|GB|74281 Morales Lodge|215000.0
1289|FL|658 Laurie Meadows Suite 791|208000.0
1290|AS|6342 Charles Key|112500.0
1291|AS|66692 Smith Park|356500.0
1292|DM|74619 Juan Trafficway Apt. 599|115400.0
1293|GB|69416 Guy Cove|227800.0
1294|FL|48533 Jimmy Walk|369200.0
1295|GB|476 Barry Circle Suite 895|172600.0
1296|PP|36390 Mcguire Dam|191200.0
1297|WD|99488 Rebecca Hills|129600.0
1298|WD|697 Henry Branch Apt. 949|327000.0
1299|GB|876 Fuentes Ranch Suite 987|398800.0
1300|PE|917 Brown Circle|369400.0
1301|PP|3708 April Ferry Suite 009|140900.0
1302|PE|1864 Alexis Rapids Suite 800|184200.0
1303|FL|1503 Wyatt Land Suite 790|373000.0
1304|DM|7356 Brown Vista Apt. 599|173500.0
1305|PE|857 Welch Spring|312100.0
1306|GE|36705 Paul Pine|139600.0
1307|AS|3440 Johnson Motorway|165600.0
1308|GE|388 Douglas Passage Apt. 155|169800.0
1309|AS|5151 Debra Motorway|173900.0
1310|AS|633 Stephanie Ferry Suite 733|388100.0
1311|GE|70355 Smith Views|377500.0
1312|AS|728 Rachel Village|228500.0
1313|PP|8262 Carroll Fords Apt. 297|240100.0
1314|PP|2212 Kramer Mount Apt. 731|167600.0
1315|GB|25054 Michelle Square|361900.0
1316|FL|28554 Howe Run|319500.0
1317|GB|8943 Richard Trail Suite 487|186200.0
1318|GB|1866 Russell Harbors|211600.0
1319|AS|3609 Smith View Suite 907|345000.0
1320|AS|393 Gilmore Spring|117000.0
1321|WD|57559 Christopher Square|263300.0
1322|GB|80092 Morse Place Suite 529|182100.0
1323|DM|970 Daniel Via|342400.0
1324|WD|2227 Smith Vista|309200.0
1325|PE|1330 Taylor Neck|262500.0
1326|DM|83129 Gutierrez Crescent|290300.0
1327|DM|9699 Clark Parks Suite 920|202800.0
1328|AS|21086 Jennifer Place|378200.0
1329|GE|0052 Jackson Ridge Apt. 793|199000.0
1330|PE|45011 Madison Light Apt. 983|357000.0
1331|WD|431 Callahan Valley Suite 688|113700.0
1332|PP|2202 Mary Land Apt. 898|241400.0
1333|PP|91842 Cox Oval Suite 634|346900.0
1334|DM|3485 Lawrence Pines|200600.0
1335|FL|62875 Neal Extensions Suite 786|215200.0
1336|GE|80796 Christian Stravenue Apt. 617|146800.0
1337|WD|036 Juan Tunnel|176700.0
1338|GE|64147 Rodriguez Forges Apt. 988|384300.0
1339|GB|47257 Wolfe Islands|252600.0
1340|FL|179 Bailey Crossroad Suite 279|250400.0
1341|PP|49384 Chang Manor|399900.0
1342|PE|678 Moreno Corners|104600.0
1343|FL|9130 Davis Isle Apt. 627|355500.0
1344|FL|29316 Clark Pines|342000.0
1345|GB|35383 Daniel Circles|145900.0
1346|WD|76530 Jenkins Lodge|142100.0
1347|PP|041 Garrett Manor|104500.0
1348|PE|8748 Smith Heights Suite 914|233700.0
1349|DM|74215 Garcia Ville Suite 570|161600.0
1350|PP|041 Nicholas Cliffs|386800.0
1351|PP|626 Kristin Streets|375300.0
1352|GB|915 West Burg Suite 112|382600.0
1353|AS|216 Scott Hollow Suite 651|214200.0
1354|AS|3148 Amy Square|211300.0
1355|WD|00503 Quinn Walk|180000.0
1356|DM|042 Brown Rapids|339500.0
1357|PE|1427 Jennifer Lake|331200.0
1358|PP|243 Medina Ferry|395300.0
1359|WD|72748 Kenneth Lakes|229800.0
1360|PE|45925 Jackson Crest Apt. 655|275600.0
1361|GE|22644 Martin Prairie Apt. 991|230700.0
1362|GE|59180 Angela Hollow Apt. 983|215200.0
1363|FL|393 Kathryn Hills Apt. 127|340800.0
1364|WD|9751 Hanson Ville|118600.0
1365|GE|8978 Alexandria Haven|301100.0
1366|PP|893 Kenneth Trail Apt. 400|167700.0
1367|AS|52689 Ariel Wall Apt. 085|365800.0
1368|GE|1771 Wright Stravenue|234600.0
1369|WD|1201 Miller Grove|249200.0
1370|DM|502 Bryant Green Apt. 685|278400.0
1371|WD|010 Spencer Squares Apt. 056|397500.0
1372|PP|1744 Davis Vista Suite 744|110700.0
1373|FL|0165 Hammond Village Suite 130|210200.0
1374|DM|7437 Salas Rapid|343900.0
1375|AS|184 Cervantes Prairie|321500.0
1376|DM|78345 Carr Stream|326100.0
1377|GB|2659 Vanessa Fall|303500.0
1378|PE|15373 Dominique Divide Suite 311|214100.0
1379|WD|9356 Diaz Ville|102700.0
1380|GE|30082 Fisher Place Apt. 523|324200.0
1381|DM|61787 Martin Plaza|113300.0
1382|WD|66542 Atkins Expressway Suite 930|191000.0
1383|PP|9004 Koch Land|259000.0
1384|DM|28556 John Manors Apt. 818|216300.0
1385|PP|14838 Hill Islands|190100.0
1386|PP|065 Kelsey Centers Suite 498|313100.0
1387|GE|5933 Huber Trail Apt. 429|116700.0
1388|FL|140 Christian Fields|145800.0
1389|AS|40217 Cody Run|147400.0
1390|FL|613 Amy Hill Apt. 477|153900.0
1391|AS|881 Kathryn Flat|369000.0
1392|DM|7104 James Meadow|321300.0
1393|GB|089 Smith Views|319300.0
1394|WD|23852 Amber Viaduct|293700.0
1395|DM|109 Horton Unions|171900.0
1396|PE|432 Shannon Shores Apt. 365|239800.0
1397|PP|291 Rice Vista|328400.0
1398|WD|6222 Donna Wells Apt. 680|309400.0
1399|GB|051 Reynolds Port Suite 194|309100.0
1400|FL|6567 Ray Radial|311200.0
1401|WD|209 Ross Hollow Apt. 492|231000.0
1402|PP|2886 Miller Shoals|257000.0
1403|AS|92340 Wagner Freeway Apt. 632|289200.0
1404|WD|0765 Conley Underpass|274900.0
1405|WD|186 Andersen Mall Apt. 141|144100.0
1406|PP|5756 Nicholas Stravenue|335500.0
1407|PE|149 Edward Isle Suite 420|264000.0
1408|DM|9358 Spencer Loop Suite 551|252900.0
1409|DM|705 Medina Coves Suite 782|273600.0
1410|GE|3003 Brian Vista Apt. 697|124600.0
1411|WD|51309 Molina Parks Suite 408|128000.0
1412|PP|066 Sharon Centers|218200.0
1413|AS|74853 Cobb Fall Apt. 608|220900.0
1414|AS|508 Johnson Port|275000.0
1415|FL|33688 Maria Cliffs Suite 676|311900.0
1416|AS|052 Michelle Mill|147400.0
1417|FL|795 Richard Via|205600.0
1418|PE|904 Davis Lights Apt. 775|242200.0
1419|FL|064 Mario Coves|150700.0
1420|PE|55568 Pamela Port|101500.0
1421|WD|8034 Branch Junctions Suite 891|302900.0
1422|AS|777 Warren Highway|372400.0
1423|DM|876 Frazier Rapid|316900.0
1424|WD|4303 Johnson Ways|297200.0
1425|GE|9477 Baker Cove Apt. 602|199800.0
1426|PE|77287 Kenneth Pine|106500.0
1427|PP|91668 Stephenson Village Suite 325|103000.0
1428|PE|59112 Gregory Crossing|296500.0
1429|DM|2347 Mitchell Well|273300.0
1430|GE|8729 Charles Ports Apt. 547|368000.0
1431|FL|781 Nicholas Forest|172500.0
1432|PE|665 Romero Stravenue|392800.0
1433|WD|7380 John Square Suite 361|123000.0
1434|AS|0488 Galvan Groves|293100.0
1435|GE|567 Johnathan Union|158200.0
1436|DM|669 Alyssa Road Apt. 102|132400.0
1437|WD|8166 Garrett Turnpike Suite 655|367800.0
1438|PP|162 Fuller Parkways|126100.0
1439|GB|39695 Ross Ferry|283500.0
1440|FL|149 Ibarra Parks|317400.0
1441|AS|44120 Johnson Centers|342700.0
1442|DM|68067 Adam Mission|384500.0
1443|FL|007 Gregory Tunnel Apt. 089|386300.0
1444|PP|59904 Candice Mission|100100.0
1445|PP|11558 Carter Island|371900.0
1446|FL|4686 Stephens Unions|115600.0
1447|FL|491 Stewart Dale|152900.0
1448|WD|931 Anderson Key Apt. 701|197400.0
1449|PP|12263 Wilson Streets|284200.0
1450|GB|267 Gonzalez Village|310600.0
1451|AS|558 Regina Orchard|391800.0
1452|DM|15323 Ashley Cliff Suite 368|188800.0
1453|GE|320 Richard Parks Apt. 327|218600.0
1454|AS|955 Kevin Gardens Apt. 054|374700.0
1455|WD|57920 Miller Causeway|301600.0
1456|GB|9765 Dawn Neck Apt. 541|249700.0
1457|AS|3795 Sutton Coves Suite 734|296500.0
1458|GE|71471 Kimberly Burgs Suite 364|204000.0
1459|DM|92281 Sara Plaza|358700.0
1460|GE|344 Kathleen Knolls Suite 981|330000.0
1461|PP|7470 Jesus Lake Suite 858|279500.0
1462|AS|044 Jeffrey Squares|212000.0
1463|WD|79172 Luis Ford|142100.0
1464|DM|94986 Nicholas Ramp Apt. 438|344500.0
1465|AS|995 Samantha Wells|352800.0
1466|GB|761 Lawrence Center|241800.0
1467|FL|9077 Kelly Greens Apt. 835|175900.0
1468|GE|7677 Benjamin Turnpike Suite 379|317500.0
1469|GB|0283 Mary Park Suite 620|103300.0
1470|DM|8110 Christine Common Apt. 302|235700.0
1471|PE|08956 Davidson Gateway Apt. 972|118700.0
1472|GB|4655 Jennifer Summit Apt. 345|268900.0
1473|PP|0418 Ortiz Ridges Apt. 889|193600.0
1474|AS|320 Bruce Fields Suite 637|359800.0
1475|PP|375 Byrd Plaza|138200.0
1476|WD|911 Holt Prairie|283100.0
1477|PP|4042 Jackson Springs|200100.0
1478|DM|5852 Savannah Extensions Suite 646|210400.0
1479|PP|2574 Christopher Forges Apt. 621|276700.0
1480|DM|7497 Kathryn Spurs Apt. 964|331000.0
1481|GE|119 Paul Expressway|204700.0
1482|AS|407 Jackson Run|359500.0
1483|GB|22084 Mark Park|252400.0
1484|PE|658 Cook Wells|377100.0
1485|AS|1748 Maria Trace Apt. 180|153900.0
1486|AS|34788 Jennifer Rest|188200.0
1487|WD|0888 Nicole Shoal Apt. 205|186700.0
1488|AS|9368 Wilkins Circle Apt. 279|193000.0
1489|GE|5023 Kyle Forks Apt. 974|265200.0
1490|GB|667 Peterson Cliffs|251300.0
1491|WD|44062 Clark Groves|235700.0
1492|PP|753 Herring Summit Apt. 207|291400.0
1493|GB|03673 Amanda Stravenue Apt. 166|298900.0
1494|WD|377 Jasmine Crossing Suite 648|334300.0
1495|DM|08390 Kyle Ramp Apt. 083|243400.0
1496|GE|585 Jill Club|125900.0
1497|AS|17790 Thomas Island Apt. 709|158400.0
1498|GB|0215 Baird Key|202700.0
1499|GE|3280 Sharp Mountain Apt. 219|172500.0
1500|WD|061 Whitney Ramp|288800.0
1501|FL|4279 Summers Ranch|198400.0
1502|AS|1171 Morris Loaf Suite 591|300700.0
1503|AS|77056 Brittney Mission|334900.0
1504|AS|92854 Clements Lake|379200.0
1505|PP|62925 Jacqueline Hills|188400.0
1506|GE|21925 Jones Meadows|139400.0
1507|GE|71833 Ryan Brooks|136100.0
1508|DM|427 Lucas Circles Apt. 062|366500.0
1509|GB|878 Alec River Apt. 667|310500.0
1510|GB|000 Joseph Ports|292200.0
1511|GB|91063 Holder Island|215300.0
1512|PP|04897 Sarah Villages|196200.0
1513|GE|65649 Virginia Camp Suite 932|361600.0
1514|FL|602 Allen Pines Apt. 521|251000.0
1515|GB|6528 Reed Avenue|330900.0
1516|GE|414 Michael Greens|277900.0
1517|AS|7602 Fowler Ramp Suite 319|278100.0
1518|PE|437 Sarah Via Suite 096|244100.0
1519|PP|160 Kelly Hollow Apt. 116|357700.0
1520|GB|961 Kayla Highway|212500.0
1521|GB|9662 Michele Turnpike Apt. 862|184800.0
1522|WD|37094 Mark Mall|138500.0
1523|FL|038 Christine Wells Suite 482|123600.0
1524|GB|9482 Delgado Knolls Suite 380|365100.0
1525|WD|6550 Shelley Gateway Suite 420|310400.0
1526|PP|69928 Daniel Place|133300.0
1527|PP|58106 Gamble Path Apt. 110|352700.0
1528|PE|4975 Moore Mews|393300.0
1529|PE|5519 Natalie Track|319200.0
1530|GE|8960 Caroline Trace|191300.0
1531|PE|5624 Carolyn Locks|218700.0
1532|GB|296 Gordon Tunnel|202500.0
1533|GE|104 Powell Cliffs|345800.0
1534|WD|4195 Randy Shore Suite 197|337900.0
1535|PP|92470 Cox Manor|115200.0
1536|WD|879 Braun Walk|162100.0
1537|PP|2652 Williams Shoals|227300.0
1538|PE|4303 Delgado Fall Apt. 481|334300.0
1539|GE|4610 Jennifer Keys Apt. 955|368500.0
1540|PE|5673 Wright Plains Suite 904|388400.0
1541|GE|0417 Michael Harbor|373900.0
1542|GE|6235 Carol Courts|255500.0
1543|PP|32622 Hanna Via|146200.0
1544|PP|827 Lopez Shoals Suite 967|112400.0
1545|PE|728 Lisa Pass|234100.0
1546|FL|631 Stephens River Apt. 335|120800.0
1547|WD|106 Cynthia Creek Apt. 468|274700.0
1548|AS|7696 Hansen Plaza Apt. 711|270600.0
1549|AS|739 Morrow Ridges|156100.0
1550|FL|213 Shannon Spring Apt. 446|380000.0
1551|PE|78550 Jeremy Ways Suite 671|298700.0
1552|FL|59306 Vasquez Ramp|173800.0
1553|GB|691 Howard Fords Suite 420|270900.0
1554|FL|551 Ryan Locks|258400.0
1555|PP|111 Kylie Circles Apt. 797|301800.0
1556|WD|51205 Gibson Ridges|267800.0
1557|WD|5486 Christopher Orchard|251700.0
1558|GE|781 Stephanie Springs Apt. 325|120400.0
1559|GB|36261 Darrell Roads Suite 777|254000.0
1560|DM|8724 Tamara Isle Apt. 855|108500.0
1561|PE|978 Wallace Path Apt. 980|117000.0
1562|FL|487 Rebecca Meadow Apt. 339|317400.0
1563|GE|0890 Richards View|378500.0
1564|DM|4383 Jeffrey Ferry|174400.0
1565|AS|192 Eric Track Suite 021|186200.0
1566|AS|122 Garrett Isle|194400.0
1567|WD|90973 Joyce Ridges|181300.0
1568|PE|5187 Corey Shores Apt. 458|279500.0
1569|AS|483 Cook Circles|385200.0
1570|AS|3857 Christopher Motorway Suite 746|304500.0
1571|GB|95184 Potter Turnpike|382100.0
1572|PP|6841 Butler Route Apt. 599|305200.0
1573|DM|9503 Knox Meadow Apt. 453|249200.0
1574|AS|876 Brenda Shore|260500.0
1575|WD|7986 Velasquez Bridge|294000.0
1576|GB|66363 Donna Stream|146400.0
1577|PE|25747 Lynn Dale|275600.0
1578|DM|5316 Kim Forks Suite 789|262400.0
1579|WD|39572 Sarah Plains|201500.0
1580|PP|5713 Christopher Alley Apt. 491|115900.0
1581|WD|384 Patrick Parkways Suite 774|154500.0
1582|GB|86116 Cassandra Courts|294400.0
1583|PE|671 Michelle Camp Suite 079|188700.0
1584|PP|0566 Angela Mill Suite 812|349100.0
1585|DM|9286 Matthews Fords|260800.0
1586|PP|30139 Hannah Forge Apt. 690|395800.0
1587|PE|62563 Aimee Plaza Apt. 941|365700.0
1588|PE|884 Michael Meadow Apt. 539|290400.0
1589|DM|21509 Kenneth Field|232600.0
1590|AS|1113 Simon Highway Apt. 649|329700.0
1591|AS|21331 Sawyer Trafficway|235500.0
1592|FL|2028 Tyler River|258500.0
1593|FL|7628 Thompson Courts Apt. 571|219200.0
1594|FL|4870 Vaughn Dale|343900.0
1595|GE|039 Jones Corner|282800.0
1596|FL|6549 Riggs Tunnel|205600.0
1597|AS|34705 Henderson Island Suite 139|173900.0
1598|FL|43056 Dawn Orchard|113000.0
1599|PE|599 Alison Mountain Apt. 989|171400.0
1600|PE|424 Bryan Springs Apt. 433|283100.0
1601|FL|50496 Reynolds Manors|319100.0
1602|PE|64202 Tran Bridge|373500.0
1603|PP|780 Morris Manors|139600.0
1604|WD|0568 Rodriguez Parkway|297800.0
1605|FL|724 Emily Freeway|238000.0
1606|DM|46635 Stephenson Gardens|100800.0
1607|GE|6040 Yvonne Causeway Suite 568|125400.0
1608|PP|764 Green Mountains|209500.0
1609|FL|887 Jennifer Orchard Apt. 879|145900.0
1610|PE|6074 Taylor Harbors Suite 814|103900.0
1611|PP|04725 Derek Lakes|240900.0
1612|AS|408 Tiffany Square Apt. 677|356600.0
1613|DM|53515 Chan Meadow Suite 596|168300.0
1614|WD|19907 Danielle Branch Apt. 295|132100.0
1615|GB|960 Nicole Hill|137500.0
1616|DM|1035 April Glens|101700.0
1617|AS|394 Jade Divide|335000.0
1618|DM|12530 Blake Ranch|136200.0
1619|GE|9303 Misty Mall|217900.0
1620|PE|2147 Lee Oval|366000.0
1621|WD|08713 Nicholas Pine Suite 732|191900.0
1622|PP|42493 Susan Road|285900.0
1623|WD|33497 Ashley Village|222000.0
1624|AS|6459 Brandon Trafficway Apt. 074|221500.0
1625|GB|7702 Roberta Burg Apt. 428|196800.0
1626|DM|355 Evans Greens|394000.0
1627|PE|815 Jennifer Drives Apt. 863|352400.0
1628|AS|432 Justin Pine Apt. 959|183200.0
1629|PP|380 Davis Crest Apt. 459|179100.0
1630|DM|11783 Graves Track Apt. 009|185800.0
1631|GB|8667 Thomas Springs|311600.0
1632|PP|8127 Hill Crest|263400.0
1633|GE|4239 Jackson Squares|281100.0
1634|DM|42430 Tiffany Island Apt. 140|274300.0
1635|GB|594 John Lane Suite 494|191400.0
1636|FL|988 Davis Brook|142600.0
1637|PP|0226 Diane Club|159100.0
1638|AS|16716 Jones Prairie|149400.0
1639|GB|31251 Mary Shore|107000.0
1640|FL|634 Zachary Forges Suite 679|131300.0
1641|FL|6515 Gutierrez Highway|163300.0
1642|PP|8958 John Square|144800.0
1643|FL|249 Boyer Hill Apt. 775|107800.0
1644|PE|8539 Ferguson Haven|246100.0
1645|AS|081 Oneill Path Suite 887|247100.0
1646|PE|21937 Evans Trail|151400.0
1647|FL|4880 Williams Courts|234000.0
1648|PE|711 Reid Locks Apt. 342|353300.0
1649|AS|14530 Wilson Flat Apt. 089|133200.0
1650|PE|87546 Lindsay Island|363600.0
1651|FL|71235 Green Ports|244000.0
1652|GB|42934 William Village Apt. 924|280800.0
1653|WD|58341 James Key Suite 288|259500.0
1654|WD|00723 Mendez Causeway Apt. 097|158100.0
1655|PE|581 Hunt Vista|162700.0
1656|DM|6236 Blake Valleys|227200.0
1657|AS|390 Michael Row Suite 867|269500.0
1658|FL|4548 Salazar Bypass Suite 946|137600.0
1659|PE|254 Jordan Gardens Suite 568|184600.0
1660|DM|86554 Rodriguez Drive|173700.0
1661|DM|807 Macdonald Rapid Suite 264|188500.0
1662|PP|36458 Smith Lodge|265200.0
1663|GB|555 Kane Fields Apt. 914|188100.0
1664|PE|731 Rodriguez Harbors|161400.0
1665|WD|17259 Harper Road Apt. 527|320900.0
1666|GB|999 Oconnor Harbors Suite 178|257200.0
1667|PP|33683 Hubbard Lakes Suite 726|259100.0
1668|WD|2062 Smith Fields Suite 973|337800.0
1669|FL|69560 Fowler Trafficway|284600.0
1670|GB|0088 Joshua Port|243800.0
1671|WD|912 Escobar Parks Apt. 488|363000.0
1672|WD|07099 Wright Terrace Suite 403|310500.0
1673|DM|16258 Benitez Branch Suite 668|160600.0
1674|AS|669 Roger Centers Suite 405|184300.0
1675|GB|303 Carpenter Land Suite 750|225300.0
1676|PP|46872 Susan Lights|302700.0
1677|FL|3619 Hess Centers|125100.0
1678|DM|8113 Mary Ranch|216500.0
1679|WD|4474 Samantha Green|123600.0
1680|GE|7379 Phillip Cape|181700.0
1681|GE|42031 Katherine Crescent|369600.0
1682|DM|9009 Jones Mountain Apt. 278|389300.0
1683|FL|736 Ramirez Drive Suite 271|325600.0
1684|GB|178 Franklin Pine|228200.0
1685|GE|9293 Brian Mountain Apt. 036|218100.0
1686|GB|6087 Wanda Meadow Apt. 961|208200.0
1687|AS|8909 Stewart Pike|290100.0
1688|PP|0871 Warner Valleys Suite 430|105600.0
1689|GE|319 Miller Oval Apt. 315|199700.0
1690|GB|667 Lewis Skyway|358300.0
1691|GB|650 Johnson Wells Apt. 684|154600.0
1692|WD|365 Ball Brook Apt. 619|256300.0
1693|PE|20703 Perez Route|361100.0
1694|WD|58516 Brent Mission|221600.0
1695|AS|696 Roberson Keys Suite 174|304800.0
1696|PP|353 Tyler Courts|164900.0
1697|WD|2297 Charles Village|246800.0
1698|GB|0933 Melissa Prairie Apt. 168|354100.0
1699|PP|048 Nicholas Union Suite 039|241200.0
1700|FL|72763 Maria Ports|199300.0
1701|PP|338 Cynthia Burg Apt. 896|251900.0
1702|WD|818 Curtis Highway Suite 570|331900.0
1703|GB|4209 Colleen Motorway Apt. 047|339800.0
1704|GB|4243 White Inlet Suite 143|191000.0
1705|AS|07375 Sarah Land Apt. 007|372900.0
1706|DM|030 Brian Crossroad|171500.0
1707|AS|090 Harry Path|251400.0
1708|AS|09598 Schaefer Gardens Suite 774|274500.0
1709|PP|81381 Wilcox Crest Suite 177|389500.0
1710|GE|4877 Michael Vista|158500.0
1711|DM|673 Robert Parks Apt. 333|111600.0
1712|FL|75640 Burns Springs|293100.0
1713|FL|804 Jerry Forest|309000.0
1714|DM|376 Ian Corners|196500.0
1715|DM|59683 Mueller Walk Suite 038|340600.0
1716|AS|26174 Holly Canyon|197500.0
1717|PE|250 Lewis Mission|261600.0
1718|PE|908 Carlson Throughway Apt. 007|397300.0
1719|PE|904 Mccarthy Port Apt. 415|375900.0
1720|DM|16250 Lindsey Pines|249600.0
1721|AS|322 Tammy Heights|168900.0
1722|GE|2305 Lisa Shoal Apt. 141|272200.0
1723|PE|8896 Andrew Locks Suite 417|330300.0
1724|PE|3531 Evans Ways|306100.0
1725|PE|8237 Scott Lane Apt. 177|153300.0
1726|GB|0496 Suzanne Turnpike Suite 586|178200.0
1727|GE|3666 Russell Pass|176900.0
1728|FL|16211 Zavala Viaduct|307400.0
1729|DM|566 Larsen Road|364300.0
1730|WD|34611 Lee Burgs|394200.0
1731|PE|166 Ford Flats|166000.0
1732|GB|768 Patterson Parks|272100.0
1733|PE|564 Espinoza Estates|186500.0
1734|WD|05282 Barrett Inlet Apt. 432|314000.0
1735|WD|59723 Heather Neck|289400.0
1736|PP|522 Brady Plains Suite 334|272000.0
1737|FL|28185 Jeffrey Valley Apt. 499|226600.0
1738|WD|1959 Wiggins Ferry|180100.0
1739|PE|4216 Evans Orchard|183000.0
1740|DM|365 David Camp Suite 589|108700.0
1741|WD|38130 Ronald Isle Apt. 484|273400.0
1742|DM|7323 Candice Trail|190300.0
1743|PP|826 Hansen Turnpike Apt. 185|178600.0
1744|PE|22268 Smith Run|190000.0
1745|DM|054 Kristin Station|156400.0
1746|GB|594 Montgomery Summit|135200.0
1747|PP|47307 Williamson Unions Suite 261|342300.0
1748|PE|0882 Anthony Wells|144500.0
1749|FL|9035 Kelly Falls|148100.0
1750|WD|43130 Irwin Ridge|312700.0
1751|WD|867 Everett Circles Suite 408|245900.0
1752|WD|8296 Jonathan Squares Suite 327|199100.0
1753|FL|87998 Garrett Port|313300.0
1754|GB|657 Watkins Crescent Suite 118|212900.0
1755|PP|011 Friedman Fort|366600.0
1756|GE|295 Hayes Locks Apt. 550|333500.0
1757|AS|87345 Jamie Extensions|193900.0
1758|GE|45961 Matthews Lodge Apt. 979|111800.0
1759|FL|672 Clark Lane|360000.0
1760|DM|499 Cowan Pass|354500.0
1761|AS|82360 Dylan Mill Apt. 823|211600.0
1762|DM|429 Decker Island|353400.0
1763|WD|74329 Lewis Rest|140000.0
1764|GE|0277 Jennifer Pike Suite 983|258500.0
1765|WD|60439 Alexandria Underpass|112500.0
1766|PE|2282 Gregory Street|227700.0
1767|WD|419 Karen Crescent Suite 573|231100.0
1768|DM|99113 Shannon Harbors|256400.0
1769|DM|2107 Melissa Turnpike Apt. 894|262500.0
1770|FL|8879 Andrew Branch|298400.0
1771|DM|197 Susan Shores Suite 239|141500.0
1772|PP|181 Lawson Dam Suite 626|258300.0
1773|AS|16263 David Lodge Suite 536|104500.0
1774|PE|086 Christopher Port|292800.0
1775|FL|1287 Leon Locks|390400.0
1776|FL|54340 Shannon Mission Suite 749|164200.0
1777|DM|9954 Bishop Courts|135900.0
1778|WD|1292 Martin Freeway|212700.0
1779|PE|0324 Bishop Lane|202100.0
